UnidadeAdm - Código;Situação UnidadeAdm;UnidadeAdm - Nome;UnidadeAdm - Sigla
1019000115;EXCLUÍDO;SERVIÇO INTEGRADO DE ASSISTÊNCIA TRIBUTÁRIA E FISCAL  - SRF I EM IPATINGA;SIATFIPAZZ
1019000116;EXCLUÍDO;SUPERINTENDÊNCIA REGIONAL DA FAZENDA EM JUIZ DE FORA;SRFJFZZ
1019000117;EXCLUÍDO;DELEGACIA FISCAL - 1º NÍVEL   - SRF I EM JUIZ DE FORA;DF1JFZZ
1019000118;EXCLUÍDO;DELEGACIA FISCAL - 2º NÍVEL  - SRF I EM JUIZ DE FORA;DF2JFZZ
1019000119;EXCLUÍDO;DELEGACIA FISCAL DE TRÂNSITO - 1º NÍVEL  - SRF I EM JUIZ DE FORA;DFT1JFZZ
1019000120;EXCLUÍDO;DELEGACIA FISCAL DE TRÂNSITO - 2º NÍVEL  - SRF I EM JUIZ DE FORA;DFT2JFZZ
1019000121;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 1º NÍVEL  - SRF I EM JUIZ DE FORA;AF1JFZZ
1019000122;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 2º NÍVEL  - SRF I EM JUIZ DE FORA;AF2JFZZ
1019000123;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 3º NÍVEL  - SRF I EM JUIZ DE FORA;AF3JFZZ
1019000124;EXCLUÍDO;SERVIÇO INTEGRADO DE ASSISTÊNCIA TRIBUTÁRIA E FISCAL  - SRF I EM JUIZ DE FORA;SIATFJFZZ
1019000125;EXCLUÍDO;SUPERINTENDÊNCIA REGIONAL DA FAZENDA EM MONTES CLAROS;SRFMCZZ
1019000126;EXCLUÍDO;DELEGACIA FISCAL - 1º NÍVEL  - SRF I EM MONTES CLAROS;DF1MCZZ
1019000127;EXCLUÍDO;DELEGACIA FISCAL - 2º NÍVEL  - SRF I EM MONTES CLAROS;DF2MCZZ
1019000128;EXCLUÍDO;DELEGACIA FISCAL DE TRÂNSITO - 1º NÍVEL  - SRF I EM MONTES CLAROS;DFT1MCZZ
1019000129;EXCLUÍDO;DELEGACIA FISCAL DE TRÂNSITO - 2º NÍVEL  - SRF I EM MONTES CLAROS;DFT2MCZZ
1019000130;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 1º NÍVEL  - SRF I EM MONTES CLAROS;AF1MCZZ
1019000131;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 2º NÍVEL  - SRF I EM MONTES CLAROS;AF2MCZZ
1019000132;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 3º NÍVEL  - SRF I EM MONTES CLAROS;AF3MCZZ
1019000133;EXCLUÍDO;SERVIÇO INTEGRADO DE ASSISTÊNCIA TRIBUTÁRIA E FISCAL  - SRF I EM MONTES CLAROS;SIATFMCZZ
1019000134;EXCLUÍDO;SUPERINTENDÊNCIA REGIONAL DA FAZENDA EM UBERABA;SRFUBEZZ
1019000135;EXCLUÍDO;UNIDADE SETORIAL DE CONTROLE INTERNO  - SRF I EM UBERABA;DF1UBEZZ
1019000136;EXCLUÍDO;DELEGACIA FISCAL - 2º NÍVEL  - SRF I EM UBERABA;DF2UBEZZ
1019000137;EXCLUÍDO;DELEGACIA FISCAL DE TRÂNSITO - 1º NÍVEL  - SRF I EM UBERABA;DFT1UBEZZ
1019000138;EXCLUÍDO;DELEGACIA FISCAL DE TRÂNSITO - 2º NÍVEL  - SRF I EM UBERABA;DFT2UBEZZ
1019000139;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 1º NÍVEL  - SRF I EM UBERABA;AF1UBEZZ
1019000140;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 2º NÍVEL  - SRF I EM UBERABA;AF2UBEZZ
1019000141;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 3º NÍVEL  - SRF I EM UBERABA;AF3UBEZZ
1019000142;EXCLUÍDO;SERVIÇO INTEGRADO DE ASSISTÊNCIA TRIBUTÁRIA E FISCAL  - SRF I EM UBERABA;SIATFUBEZZ
1019000143;EXCLUÍDO;SUPERINTENDÊNCIA REGIONAL DA FAZENDA EM UBERLÂNDIA;SRFUBERZZ
1019000144;EXCLUÍDO;DELEGACIA FISCAL - 1º NÍVEL  - SRF I EM UBERLÂNDIA;DF1UBERZZ
1019000145;EXCLUÍDO;DELEGACIA FISCAL - 2º NÍVEL  - SRF I EM UBERLÂNDIA;DF2UBERZZ
1019000146;EXCLUÍDO;DELEGACIA FISCAL DE TRÂNSITO - 1º NÍVEL  - SRF I EM UBERLÂNDIA;DFT1UBERZZ
1019000147;EXCLUÍDO;DELEGACIA FISCAL DE TRÂNSITO - 2º NÍVEL  - SRF I EM UBERLÂNDIA;DFT2UBERZZ
1019000148;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 1º NÍVEL  - SRF I EM UBERLÂNDIA;AF1UBERZZ
1019000149;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 2º NÍVEL  - SRF I EM UBERLÂNDIA;AF2UBERZZ
1019000150;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 3º NÍVEL  - SRF I EM UBERLÂNDIA;AF3UBERZZ
1019000151;EXCLUÍDO;SERVIÇO INTEGRADO DE ASSISTÊNCIA TRIBUTÁRIA E FISCAL  - SRF I EM UBERLÂNDIA;SIATFUBERZZ
1019000152;EXCLUÍDO;SUPERINTENDÊNCIA REGIONAL DA FAZENDA EM VARGINHA;SRFVARZZ
1019000153;EXCLUÍDO;DELEGACIA FISCAL - 1º NÍVEL  - SRF II EM VARGINHA;DF1VARZZ
1019000154;EXCLUÍDO;DELEGACIA FISCAL - 2º NÍVEL  - SRF II EM VARGINHA;DF2VARZZ
1019000155;EXCLUÍDO;DELEGACIA FISCAL DE TRÂNSITO - 1º NÍVEL  - SRF II EM VARGINHA;DFT1VARZZ
1019000156;EXCLUÍDO;DELEGACIA FISCAL DE TRÂNSITO - 2º NÍVEL  - SRF II EM VARGINHA;DFT2VARZZ
1019000157;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 1º NÍVEL  - SRF II EM VARGINHA;AF1VARZZ
1019000158;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 2º NÍVEL  - SRF II EM VARGINHA;AF2VARZZ
1019000159;EXCLUÍDO;ADMINISTRAÇÃO FAZENDÁRIA - 3º NÍVEL  - SRF II EM VARGINHA;AF3VARZZ
1019000160;EXCLUÍDO;SERVIÇO INTEGRADO DE ASSISTÊNCIA TRIBUTÁRIA E FISCAL  - SRF II EM VARGINHA;SIATFVARZZ
1019000161;ATIVO;SUPERIDENTENCIA REGIONAL DA FAZENDA II - BELO HORIZONTE;SRFIIBH
1019080001;ATIVO;SPGF-GESTAO ADM/ORCAMENTA                                                                                                                             ;SEF1019080001
1019080006;ATIVO;SEF - GABINETE                                                                                                                                        ;SEF1019080006
1019080007;ATIVO;CONSELHO CONTRIBUINTES MG                                                                                                                             ;SEF1019080007
1019080009;ATIVO;SPGF-GESTAO FINAN/CONTAB                                                                                                                              ;SEF1019080009
1019080010;ATIVO;SEF - SCAF                                                                                                                                            ;SEF1019080010
1019080025;ATIVO;SEF - SCCG                                                                                                                                            ;SEF1019080025
1019080027;ATIVO;SEF - SUTRI                                                                                                                                           ;SEF1019080027
1019080028;ATIVO;AUDITORIA SETORIAL - AS;SEF1019080028
1019080029;ATIVO;AF/1Âº NIVEL/BH - 3                                                                                                                                   ;SEF1019080029
1019080046;ATIVO;AF/2Âº NIVEL/BARBACENA                                                                                                                                ;SEF1019080046
1019080057;ATIVO;AF/2ÂºNIVEL/DIVINOPOLIS                                                                                                                               ;SEF1019080057
1019080060;ATIVO;AF/2Âº NIVEL/GOV.VALADARES                                                                                                                            ;SEF1019080060
1019080063;ATIVO;AF/1Âº NIVEL/JUIZ DE FORA                                                                                                                             ;SEF1019080063
1019080064;ATIVO;AF/2Âº NIVEL/CONTAGEM                                                                                                                                 ;SEF1019080064
1019080065;ATIVO;AF/2Âº NIVEL/IPATINGA                                                                                                                                 ;SEF1019080065
1019080079;ATIVO;AF/2ÂºNIVEL/MONTES CLAROS                                                                                                                             ;SEF1019080079
1019080086;ATIVO;AF/2ÂºNIVEL/PARACATU                                                                                                                                  ;SEF1019080086
1019080088;ATIVO;AF/2ÂºNIVEL/PATOS DE MINAS                                                                                                                            ;SEF1019080088
1019080095;ATIVO;AF/2ÂºNIVEL/POUSO ALEGRE                                                                                                                              ;SEF1019080095
1019080098;ATIVO;AF/2ÂºNIVEL/SAO JOAO D.REY                                                                                                                            ;SEF1019080098
1019080102;ATIVO;AF/2ÂºNIVEL/TEOFILO OTONI                                                                                                                             ;SEF1019080102
1019080104;ATIVO;AF/2ÂºNIVEL/UBA                                                                                                                                       ;SEF1019080104
1019080105;ATIVO;AF/1ÂºNIVEL/UBERABA                                                                                                                                   ;SEF1019080105
1019080106;ATIVO;AF/1ÂºNIVEL/UBERLANDIA                                                                                                                                ;SEF1019080106
1019080108;ATIVO;AF/2ÂºNIVEL/VARGINHA                                                                                                                                  ;SEF1019080108
1019080121;ATIVO;SPGF                                                                                                                                                  ;SEF1019080121
1019080122;ATIVO;SUP.TECNOLOGIA INFORMACAO                                                                                                                             ;SEF1019080122
1019080123;ATIVO;SUP. DE FISCALIZACAO                                                                                                                                  ;SEF1019080123
1019080124;ATIVO;SUP.ARREC.INF.FISCAL                                                                                                                                  ;SEF1019080124
1019080125;ATIVO;SUP.CENT.GOV.ATIVOS SCGA                                                                                                                              ;SEF1019080125
1019080126;ATIVO;DEFIS/SUFIS                                                                                                                                           ;SEF1019080126
1019080130;ATIVO;SUBSEC GESTAO PESSOAL-SDP                                                                                                                             ;SEF1019080130
1019080131;ATIVO;SUP CRED COBRANÇA -SUCRED                                                                                                                             ;SEF1019080131
1019080133;ATIVO;DER/MG;SEF1019080133
1019080501;ATIVO;SCGA/FECIDAT  ADM/ORCA                                                                                                                                ;SEF1019080501
1019080502;ATIVO;SCGA/FECIDAT  FIN/CONT                                                                                                                                ;SEF1019080502
1019080503;ATIVO;SCGA/FECIDAT                                                                                                                                          ;SEF1019080503
1019080601;ATIVO;SCGA/FAIMG GEST ADM/ORCA                                                                                                                              ;SEF1019080601
1019080602;ATIVO;SCGA/FAIMG GEST FIN/CONT                                                                                                                              ;SEF1019080602
1019080603;ATIVO;SCGA/FAIMG                                                                                                                                            ;SEF1019080603
1019080701;ATIVO;SCGA/FIIMG GEST ADM/ORCA                                                                                                                              ;SEF1019080701
1019080702;ATIVO;SCGA/FIIMG GEST FIN/CONT                                                                                                                              ;SEF1019080702
1019080703;ATIVO;SCGA/FIIMG                                                                                                                                            ;SEF1019080703
1019090001;ATIVO;AF/1NIVEL/BETIM/SEF;SEF1019090001ZZ
1019090002;ATIVO;AF/2 NIVEL/AIMORES/SEF;SEF1019090002ZZ
1019090003;ATIVO;AF/2 NIVEL/ALEM PARAIBA/SEF;SEF1019090003ZZ
1019090004;ATIVO;AF/2 NIVEL/ALMENARA/SEF;SEF1019090004ZZ
1019090005;ATIVO;AF/2 NIVEL/BARBACENA/SEF;SEF1019090005ZZ
1019090006;ATIVO;AF/2 NIVEL/CURVELO/SEF;SEF1019090006ZZ
1019090007;ATIVO;AF/2 NIVEL/EXTREMA;SEF1019090007ZZ
1019090008;ATIVO;AF/2 NIVEL/PATOS DE MINAS/SEF;SEF1019090008ZZ
1019090009;ATIVO;AF/2 NIVEL/SETE LAGOAS/SEF;SEF1019090009ZZ
1019090010;ATIVO;AF/2 NIVEL/TEOFILO OTONI/SEF;SEF1019090010ZZ
1019090011;ATIVO;AF/2 NIVEL/UBA/SEF;SEF1019090011ZZ
1019090012;ATIVO;AF/2NIVEL/ARAXA/SEF;SEF1019090012ZZ
1019090013;ATIVO;AF/2NIVEL/CARANGOLA/SEF;SEF1019090013ZZ
1019090014;ATIVO;AF/2NIVEL/FRUTAL/SEF;SEF1019090014ZZ
1019090015;ATIVO;AF/2NIVEL/ITURAMA/SEF;SEF1019090015ZZ
1019090016;ATIVO;AF/2NIVEL/JANAUBA/SEF;SEF1019090016ZZ
1019090017;ATIVO;AF/2NIVEL/MANHUACU/SEF;SEF1019090017ZZ
1019090018;ATIVO;AF/2NIVEL/PARACATU/SEF;SEF1019090018ZZ
1019090019;ATIVO;AF/2NIVEL/PASSOS/SEF;SEF1019090019ZZ
1019090020;ATIVO;AF/2NIVEL/PEDRA AZUL/SEF;SEF1019090020ZZ
1019090021;ATIVO;AF/2NIVEL/PEDRO LEOPOLDO/SEF;SEF1019090021ZZ
1019090022;ATIVO;AF/2NIVEL/PONTE NOVA/SEF;SEF1019090022ZZ
1019090023;ATIVO;AF/2NIVEL/SANTA LUZIA/SEF;SEF1019090023ZZ
1019090024;ATIVO;AF/2NIVEL/SAO LOURENCO/SEF;SEF1019090024ZZ
1019090025;ATIVO;AF/2NIVEL/SAO SEBASTIAO DO PARAISO/SEF;SEF1019090025ZZ
1019090026;ATIVO;AF/2NIVEL/TRES CORACOES/SEF;SEF1019090026ZZ
1019090027;ATIVO;AF/2NIVEL/UNAI;SEF1019090027ZZ
1019090028;ATIVO;DEPARTAMENTO ESTADUAL DE OBRAS PUBLICAS E SECRETARIA DE ESTADO DE FAZENDA;SEF1019090028ZZ
1019090029;ATIVO;SECRETARIA DE FAZENDA E SEPLAG/ SUPERINTENDENCIA CENTRAL DE GOVERNANCA ELETRONI;SEF1019090029ZZ
1019090030;ATIVO;SEF/CONTROLADORIA GERAL DO ESTADO - FECIFIM;SEF1019090030ZZ
1019090031;ATIVO;SEF-AF/2NIVEL/JOAO MONLEVADE/SEF;SEF1191153
1019090032;ATIVO;SEF - AF/2NIVEL/ITABIRA/SEF;SEF1191260
1022000001;ATIVO;ASSESSORIA DE COOPERAÇÃO NACIONAL E INTERNACIONAL;ACNI
1022000002;ATIVO;ASSESSORIA DE DESESTATIZAÇÃO;AD
1022000003;ATIVO;ASSESSORIA ESTRATÉGICA;AEST
1022000004;ATIVO;ASSESSORIA JURÍDICA;AJ
1022000005;ATIVO;ASSESSORIA DE COMUNICAÇÃO SOCIAL;ASCOM
1022000006;ATIVO;CONTROLADORIA SETORIAL;CS
1022000007;ATIVO;DIRETORIA DE ARTESANATO;DA
1022000008;ATIVO;DIRETORIA DE ATRAÇÃO DE INVESTIMENTOS E DIVERSIFICAÇÃO ECONÔMICA;DAIDE
1022000009;ATIVO;DIRETORIA DE APOIO AOS PEQUENOS NEGÓCIOS E COOPERATIVISMO;DAPNC
1022000010;ATIVO;DIRETORIA DE COMPRAS, CONTRATOS E CONVÊNIOS;DCCC
1022000011;ATIVO;DIRETORIA DE DESENVOLVIMENTO LOGÍSTICO;DDL
1022000012;ATIVO;DIRETORIA DE ENERGIA;DE
1022000013;ATIVO;DIRETORIA DE FOMENTO AO ECOSSISTEMA DE INOVAÇÃO;DFEI
1022000014;ATIVO;DIRETORIA DE FOMENTO À PESQUISA E TRANSFERÊNCIA DE TECNOLOGIA;DFPTT
1022000015;ATIVO;DIRETORIA DE GESTÃO DAS UNIDADES TECNOLÓGICAS;DGUT
1022000016;ATIVO;DIRETORIA DE MINERAÇÃO;DM
1022000017;ATIVO;DIRETORIA DE PROJETOS DE DESENVOLVIMENTO LOCAL;DPDL
1022000018;ATIVO;DIRETORIA DE PROMOÇÃO DE EXPORTAÇÕES;DPE
1022000019;ATIVO;DIRETORIA DE INDÚSTRIA CRIATIVA E FORMAÇÃO EMPREENDEDORA;DPFEEC
1022000020;ATIVO;DIRETORIA DE PATRIMÔNIO, LOGÍSTICA E MANUTENÇÃO;DPLM
1022000021;ATIVO;DIRETORIA DE PLANEJAMENTO E ORÇAMENTO;DPO
1022000022;ATIVO;DIRETORIA DE PLANEJAMENTO TERRITORIAL, CONSÓRCIOS E ASSOCIATIVISMO MUNICIPAL;DPTCAM
1022000023;ATIVO;DIRETORIA DE REGULARIZAÇÃO FUNDIÁRIA URBANA, PARCELAMENTO, USO E OCUPAÇÃO DO SOLO;DRFUPUOS
1022000024;ATIVO;DIRETORIA DE RECURSOS HUMANOS;DRH
1022000025;ATIVO;GABINETE;GAB
1022000026;ATIVO;SUPERINTENDÊNCIA DE ATRAÇÃO DE INVESTIMENTOS E ESTÍMULO À EXPORTAÇÃO;SAIEE
1022000027;ATIVO;SUBSECRETARIA DE CIÊNCIA, TECNOLOGIA E INOVAÇÃO;SCTI
1022000028;ATIVO;SUBSECRETARIA DE DESENVOLVIMENTO E INTEGRAÇÃO DO NORTE E NORDESTE DE MINAS GERAIS;SDINNMG
1022000029;ATIVO;SUPERINTENDÊNCIA DE DESENVOLVIMENTO DE POTENCIALIDADES REGIONAIS;SDPR
1022000030;ATIVO;SUBSECRETARIA DE DESENVOLVIMENTO REGIONAL;SDR
1022000031;ATIVO;SUPERINTENDÊNCIA DE INOVAÇÃO TECNOLÓGICA;SIT
1022000032;ATIVO;SUPERINTENDÊNCIA DE PLANEJAMENTO, GESTÃO E FINANÇAS;SPGF
1022000033;ATIVO;SUBSECRETARIA DE PROMOÇÃO DE INVESTIMENTOS E CADEIAS PRODUTIVAS;SPICP
1022000034;ATIVO;SUPERINTENDÊNCIA DE POLÍTICA MINERÁRIA, ENERGÉTICA E LOGÍSTICA;SPMEL
1022000035;ATIVO;SUPERINTENDÊNCIA DE PESQUISA E TECNOLOGIA;SPT
1022000036;ATIVO;SUPERINTENDÊNCIA DE REGULARIZAÇÃO FUNDIÁRIA E DE PLANEJAMENTO URBANO;SRFPU
1022000037;ATIVO;DIRETORIA DE CONTABILIDADE E FINANÇAS;DCF
1022080001;ATIVO;SCT - APC                                                                                                                                             ;SEDE1022080001
1022080002;ATIVO;SCT - DCF                                                                                                                                             ;SEDE1022080002
1022080003;ATIVO;SCT - DIRETORIA PESSOAL                                                                                                                               ;SEDE1022080003
1022080004;ATIVO;SCT - AUDITORIA SETORIAL                                                                                                                              ;SEDE1022080004
1022080005;ATIVO;SCT - SAF                                                                                                                                             ;SEDE1022080005
1022080013;ATIVO;SECTES/DEOP                                                                                                                                           ;SEDE1022080013
1022080019;ATIVO;SECTES/PROJETO NURI                                                                                                                                   ;SEDE1022080019
1022080020;ATIVO;SEDECTES                                                                                                                                              ;SEDE1022080020
1022080021;ATIVO;SEDECTES/IGTEC                                                                                                                                        ;SEDE1022080021
1022080022;ATIVO;SEDECTES/IGTEC/IGA                                                                                                                                    ;SEDE1022080022
1022080023;ATIVO;SEDECTES/IGTEC/2080001                                                                                                                                ;SEDE1022080023
1022080024;ATIVO;SEDECTES/IGTEC/2080002                                                                                                                                ;SEDE1022080024
1022080025;ATIVO;SEDE/SEDINOR/CONV853168                                                                                                                               ;SEDE1022080025
1022080026;ATIVO;SEDE/SEEDIF 1700002                                                                                                                                   ;SEDE1022080026
1022080027;ATIVO;SEDE/FDO/ARMBH-1470044                                                                                                                                ;SEDE1022080027
1022080028;ATIVO;SEDE/FDO/AMRVA-1470045FD                                                                                                                              ;SEDE1022080028
1022080030;ATIVO;SEDE/SEDINOR/RURALMINAS                                                                                                                               ;SEDE1022080030
